text,label,dialect,type
المسامح كريم خويا الله يتجاوز علينا جميعا,1,dialectal,positive
نحن في زمن الثبات فيه على الحق احر من الجمر,0,standard,negative
غيرك بالدنيا كثير ما مثلك بالدنيا مثيل,0,standard,positive
اسبانبا ضيف شرف النسخة لمعرض الكتاب و النشر,0,standard,neutral
صباح الخير أيها العالم,0,standard,positive
الله يكون ف العون غير حاولي راك زوينة خارجيا و داخليا,1,dialectal,positive
ارجوك اعطيني اسم هذا الشخص للبحث على مقاطع فيديوهاته في اليوتوب وشكرا,0,standard,positive
تذكير بسيط,0,standard,neutral
الله يديم سعادتك يا رب,0,standard,positive
لم يحدث هذا كذب و افتراء,0,standard,negative
الله يفرحك اسي جواد,1,dialectal,positive
صحيح اعدوا لهم ما استطعتم من قوة لكن ليس من قوتهم و اسلحتهم التي صنعوها ويعرفوا خباياها والتي لن تستخدم ضدهم لانهم هم من سيستخدمونها او سيعلمون من سيستخدمها,0,standard,positive
اهلا اهلا اهلا اهلا ساعة سعيدة هادي,1,dialectal,positive
ما انت الا ابن شارعوالدليل نصك الوضيع,0,standard,negative
بنادم معندوش الوجه,1,dialectal,negative
حاملة المروحيات مسترال الفرنسية ترسو بأكادير,0,standard,neutral
الله أحسن لعوان كنقدر الظرفية مهم راه قرارك صحيح,1,dialectal,positive
جل المغاربة اصبحوا ضد قطر,0,standard,negative
هذا المؤتمر ما هو إلا بداية مسار طويل,0,standard,neutral
و نعم بالله العلي القدير غاليتي,0,standard,positive
كلام من ذهب وقمة الاعتدال,0,standard,positive
أكيد دابا وصلنا النقطة المشتركة نشكركم سيدي,0,standard,positive
العفو اخونا الفاضل,0,standard,positive
أوروس الفارهة تخطف الأنظار بمعرض جنيف,0,standard,neutral
أنرت بحروفك يا شمعة صفحتي وحياتي أحبك في الله,0,standard,positive
الشعب بجميع فئاته مغتصب من طرف المخزن,0,standard,negative
لا بلاش يالله قلتي ضريفة خليني ضريفة,1,dialectal,positive
المملكة المغربية بلد عريق,0,standard,positive
إثارة وأية إثارة,0,standard,positive
من الخطئ ان نحكم على شخص بمجرد قراءة العنوان بدون ان نتطرق الى محتوى الموضوع,0,standard,negative
قد نتشابه بالألوان ولكن نختلف بالنوايا ولكل منا ما نوى,0,standard,neutral
احذر أن تظلم الضعفاء فيظلمك من هو أقوى منك,0,standard,mixed
اللهم إنك عفو تحب العفو فاعف عنا,0,standard,positive
أبحاث قضائية تنتظر المغاربة المرحلين من سوريا,0,standard,neutral
صباحك جميل بإذن الله,0,standard,positive
لأننا نتحمل يعتقدون أننا لا نشعر,0,standard,negative
لي كتبغيه لراسك بغيه لغيرك,1,dialectal,positive
آقوى وآعمق إحساس,0,standard,positive
و ييه اللي ما جلس حدا هادوك الشياب و تعلم منهم راه ضايع,1,dialectal,neutral
ايييه الايام انا نهار شديت البكالوريا ذبحنا بقرة كلنا و شربنا و القبيلة كاملة كلات و شربت الفرحة و النشاط و شي ما شاط فينك آ الايام الله يهدي شي مرضي الوالدين يحيي لنا هاد الذكرى التلاميذ اللي حصلو على البكالوريا نبارك لكم واللي ماتوفق الله يسر لكم مستقبلا,1,dialectal,positive
وتنحتون من الجبال بيوتا فارهين,0,standard,neutral
و الله العضيم كيفاش تحملتو هاد القهرة,0,standard,negative
توضيحات حول تغير طعم الماء الصالح للشرب,0,standard,neutral
من يريدك لن يعيقه شيء، ثق بذلك,0,standard,positive
يا له من تحكيم ظالم,0,standard,negative
كل من هناك همه مصلحته و ان كانت على حساب الوطن و ابناءه شردمة من الناهبين,0,standard,negative
إلى الذين لا يطيقون صيام العشر أكثروا من الشكر حين تأكلون وتشربون قال «إن للطاعم الشاكر من الأجر ، مثل ما للصائم الصابر» الألباني صحيح الجامع,0,standard,neutral
الله يعطيك العافية,0,standard,positive
من اجمل ماقرأت و رأيت ربي يحفظك يابنت الاكرمين,0,standard,positive
مصرع شخصا في تحطم طائرة إثيوبية,0,standard,negative
الله ياخد الحق ف اللي كان حيلة و سباب ف هاد التفرقة,1,dialectal,negative
الحمد والشكر لك يارب على فضلك واحسانك اللهم تمم اللهم تمم,0,standard,positive
عليه افضل الصلاة وازكى السلام,0,standard,positive
واو شكرا للمعلومة لم نكن نعرفها,0,standard,positive
سلامتك,0,standard,positive
مباراة الحسنية والرجاء اظنها كانت مباراة جميلة وممتعة وجماهيرية,0,standard,positive
ما يقال ضحك على الذقون و استهزاء,0,standard,negative
صح كلامك,0,standard,positive
كل شيء ساكن,0,standard,neutral
اااه و جات عليها,1,dialectal,positive
فندق في بالصين على هيئة ثلاثة تماثيل ترمز إلى ثلاثة آلهة صينية لحماية زوار الفندق من الأرواح الشريرة,0,standard,neutral
وأنت ربي يعطيك ويرضى عليك يارب يارب,0,standard,positive
شخصية فاشلة,0,standard,negative
هناك قلوب في قمة الجرح تداوي و في قمة الضعف تقوي و في قمة الحاجة تعطي ما اسعدنا بهذه القلوب,0,standard,positive
المعلق دار ليا لقوق فراس,1,dialectal,negative
صباح الانوار صديقي العزيز,0,standard,positive
دراسة رابع أكثر الأعوام دفئا على الأرض,0,standard,neutral
المادة ديال الدستور مافيهاش إمكانية التفويض,1,dialectal,neutral
المكان اللي تيعجبني,1,dialectal,positive
دائما الباب مفتوح ف وجهكم,0,standard,positive
صحيح أن المياه تعود لمجاريها في معظم الأحيان لكنها لا تعود دائما صالحه للشرب بالمختصر لا تجرح أحد وتقول حصل خير,0,standard,mixed
الحمد لله الأب ديالي بخير كنشكر أي واحد صيفط ليا,1,dialectal,positive
لدي مشكلة جهاز بي أن اسبورت,0,standard,neutral
ليس لانها انثى هي ملاك و لكن هناك منهن من يستحقن ذلك ضعي موضوعا آخر انصفي فيه الرجل,0,standard,neutral
تسلم روحك الطيبة فادي الهي يسعدك دنيا و اخرة,0,standard,positive
ان شاء الله,0,standard,positive
بصحتكم,1,dialectal,positive
الوحدة هي أن تتحدث مع ذبابة,0,standard,neutral
نعشق الخيال لأنه يأتي كما نحب,0,standard,positive
حديثهم شيء وحقيقتهم شيء آخر,0,standard,neutral
يا رب في هذه الجمعة اكتب لنا أياما مقبلة جميلة واسعدنا بتفاصيلها واغمرنا بخيرك الذي لا يفنى,0,standard,positive
هذه الفتاة القاصر هي أم المستقبل فكيف لها أن تربي أجيالا متعلمة وقادرة على مواجهة تحديات المستقبل وهي نفسها تفتقد لمقومات التربية,0,standard,negative
عادي أغلب العلماء الصوفيون المغاربة عاشو و ماتو بمصر,0,standard,neutral
اووك نتمنى يعجبك فيلمي لاني معجبة بييه بزااف,1,dialectal,positive
يتمم ليك الخير و لهنا خويا فادي,1,dialectal,positive
أغلب الأسر تصر على أن يكون أبناؤها متميزين وعباقرة ومشكلة هذه الأسر لا تقبل ان صفة العناد,0,standard,negative
الصمت أفضل من إي كلام,0,standard,neutral
ما عدت أعرف أين تهدأ رحلتي,0,standard,neutral
